Rank;NOME
947;IOVACCHINI FLAVIA
948;REY REBECCA
949;CIAPPARELLI MARTA
950;COSTANTINI LINDA
951;COLOMBO CECILIA ERMINIA
952;MORONI VIVIANA FRANCESCA
953;TESTA PAOLA
954;NAPOLITANO CATERINA
955;CAPUTO GIULIA
956;MAURO SOPHIA ELENA
957;VISAGGI GIULIA
958;BIANCO CLARISSA
959;SCALABRINI FRANCESCA
960;SALIERNO ALESSANDRA
961;MASCHERONI ASIA
962;PEPE SANEL
963;AZZALI PETRA MARIA
964;RUGGERI AURORA
965;MARCHETTI VIOLA
966;RUSSO SERENA
967;GULINO ADA MARIA
968;BIGOTTO ANTONELLA
969;SCARSO VIRGINIA
970;GALLASTRONI FLORA
971;BARDI IRENE
972;GIACCHERINI VIOLA
973;BARONE FRANCESCA
974;PARAVISI MARIA ROSA
975;SCIASCIA VERONICA
976;INNOCENTI GIULIA CATERINA
977;COSTAN DORIGON LARA
978;DE RIZ ALICE
979;PERAZZINI SOFIA ELDA
980;GRANDI SARA
981;LANOTTE FEDERICA
982;RICATTI VITTORIA
983;MARCHESI CAMILLA
984;DE LORENZI SOFIA MARIA
985;ADINOLFI SARA
986;FELICANI ELENA
987;COSTANTINI GAIA
988;BENETTON ELENA ANNA MARIA
989;BOUKHERISSE CHADA
990;BRATA AMINA IOANA
991;BON BARBARA
992;TIBERIO ROSARIA
993;PEDRAZZINI SILVIA
994;GHIDINI MARTA
995;MODENA NICOLETTA
996;GAROZZO GIULIA
997;PANDOLFI BIANCA
998;CERBONE RADKA MADDALENA
998;COLOMBO BENEDETTA
1000;ALLEGRETTI ELENA
1001;ZIGNONE MICHELA
1002;PORCINO ASIA
1003;MADINI SONIA
1004;PETERSEN-MAHRT ODELIA GABRIELE
1005;FONTANELLA TECLA
1006;SCARPARI CHIARA
1007;SPAGNOLO ANDREA CAROLINA
1008;ASTENGO GINEVRA
1009;GIUSTI SARA
1010;CARAFA VITTORIA
1011;CAMPANILE VALENTINA
1012;VIGNOLI THEA
1013;PROVOLO MARTINA
1014;SAMARDZIC NINA
1015;ANCARANI LUDOVICA
1016;CANCELLIERI VIOLA
1017;FRANCESCONI FEDERICA
1018;MASOTTI FRANCESCA
1019;BOGGIAN MARGHERITA
1020;CAPRETTA GARRIDO ANGELA PAOLA
1021;LANDI FLAVIA
1022;PITTERTSCHATSCHER LIVIA
1023;ARIAUDO FEDERICA
1024;MERCANTI SOFIA
1025;LANGELLA ILARIA CATERINA
1026;FLAIM GRAZIA
1027;SABBIONI SOFIA
1028;PERNA STEFANIA
1029;IRLANDESE EMILIA
1030;PACELLI SOFIA
1031;PARODI VALENTINA
1032;COZZI SIMONA
1033;DI TURSI LIVIA
1034;BAGNASACCO SIBILLA
1035;GHEORGHIV IOV ANASTASIA
1036;GANGI BENEDETTA
1037;FONTANA VITTORIA
1038;BOTTARO SERENA
1039;BRIGNOLA ROSSELLA
1039;PISANA BEATRICE
1039;VENUTI ALICE
1042;DOSSI FRANCESCA
1043;CALIENDO SARA
1044;CIUFFREDA NOEMI RITA
1045;ZUMMO GIADA
1046;RONCA GIULIA MARIA
1047;CHIOCCI EMMA
1048;BACCHIOCCHI SARAVEGA
1049;PELA' MARZIA
1050;MALESANI CATERINA
1051;FONTANA DARIA
1052;PAGANI EMMA
1053;PAPALINO ELISA
1054;CALLARI CHIARA
1055;ZENNARO NICOLE
1056;VITALI FABIANA
1057;CERADINI SARA
1058;TRESSO ELENA
1059;ARMAROLI FRANCESCA
1060;CARUSO CATERINA
1061;LEARDINI ASIA
1062;DE FALCO ANNA
1063;MANTERO FRANCESCA
1064;PASCALE SARA
1065;BALDINI MATILDE
1066;TAGLIAFERRO SOFIA
1067;FRANZESE ELENA
1068;DOZIO GIORGIA
1069;SCAJOLA EMMA
1070;CARUSI FULVIA
1071;ZACCAGNINI CARLOTTA
1072;STIGLIANI DARIA
1073;BROJBAN MELISSA
1074;CERASA SOFIA
1075;RILLO GIULIA
1076;CECALUPO GIORGIA
1077;ACACIA CARLA
1078;CECALUPO GIULIA
1079;ORLANDO SIMONA
1080;ORLANDO FRANCESCA
1081;BRANCACCIO VALENTINA
1082;GUARINO SABRINA
1083;MANIERO FRANCESCA
1084;DI GUIDA SIBILLA
1085;VITTIMBERGA FRANCESCA
1086;BELLUATI MARIA VITTORIA
1087;PALAZZI VERA SOFIA
1088;BOANO BEATRICE
1089;LA FERLA AGATA
1090;RAMELLA PRALUNGO LUCREZIA
1091;FODDANU VERONICA
1092;DE PASQUALE CHIARA ASSUNTA
1093;DI PIERRO LAURA
1094;CIVITELLI LARA
1095;MARINO SIRIA
1096;OLIVA FABIANA
1097;LILLO MILENA
1098;CARTOAFA' ALEXIA MARIA
1099;CAMBIERI CECILIA
1100;MELCARNE CANNIZZO DAFNE CONSTANZA
1101;SCOTTI REBECCA
1102;PENNISI ELEONORA
1103;D'ERRICO ANTONELLA
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
