Rank;NOME
916;MAINARDIS ALESSANDRO
917;TIC GAL
918;POGACNIK-SOUVENT JAKOB
919;MARIANI SAMUELE
920;URBANI ZOCCO FLAVIO
921;NORDIO FRANCESCO
922;TRIGGIANO FRANCESCO DAVIDE
923;BATTAINI GIOVANNI
924;DI BERNARDO GIUSEPPE
925;DE GIROLAMO PAOLO
926;GIZZI MARIO
927;D'ACQUISTO FILIPPO
928;COLPO GIULIO
929;MARCHESANO PACE PIETRO
930;GATTO MARCELLO
931;FAIS DAVIDE
932;FERRARI FABIO
933;BASILE GIOELE
934;CANTATORE DAVIDE
935;LIZZERI GABRIELE
936;FEOLA NICOLA
937;MARONGIU ANDREA
938;RUS ANTONIO OVIDIU
939;GUIDI ANDREA
940;CHENOUF REDHA
941;LUCARELLI LORENZO
942;DI MATTEO LORENZO
943;SODI GIOVANNI
944;CHECCO GABRIELE
945;MAZZEI ELIA
946;DAMIANI BERNARDO
947;BENASSI ALESSIO
948;GIOVANNINI LEONARDO MARIA
949;LIACI PIERLUCA
950;OBERTO PIETRO
951;RINAUDO MATTIA
952;SALIZZONI ENRICO
953;CIPRIANI FRANCESCO
954;TELLARINI MATTEO
955;TOMBERLI NICCOLÒ
956;CORRENTI LORENZO
957;MAZZOTTI TOMMASO
958;ODETTI LORENZO
959;FENZI CARLO
960;FELCI CRISTIAN
961;COZZI GIOVANNI
962;CANEPA LUIGI
963;PENNA NICCOLO'
964;RAGUZZI ADRIANO
965;LOMBARDO DAVIDE
966;VENDITTO MATTIA
967;GALLOZZI PIERLUIGI
968;CAPITANI ALESSIO
969;CAMPOLI GIACOMO
970;ROUSE FILIPPO KIERAN
971;BONUOMO STEFANO
972;SODDU MARCO
973;RACITI SERGIO FELICE
974;CELESTINI LORENZO
975;GUERRA NICOLA
976;PTASHNIK ALEKSI
977;D'AVELLA TEODORICO
978;CECCANI RICCARDO
979;TORRICELLI ALBERTO
980;LAGOSTINA LEONARDO
981;IRIQUIN LEONARDO GASPARE
982;TUFANO ANDREA
983;CAPUTO GIUSEPPE MATTEO
984;MASTRANTONE DANIELE
985;ALBANESI DANIELE
986;TULLIO GABRIELE
987;ARLOTTA MARCO
988;MELE MICHELE
989;FAGANELLO NICOLA
990;CAINERO RICCARDO
991;FALCONI DANIELE
992;MESSINA LUCA
993;DE MORAES FAGUNDES DANILO
994;LANDI MATTEO
995;SPERANZA VALERIO
996;FERRI RICCARDO
997;CONSALES GABRIELE MARIA
998;ANTOCI MATTIA GIOVANNI
999;CASADEI MATTIA
1000;IPPOLITO GIANFRANCO
1001;BRIGLIADORI ALESSANDRO
1002;CASTELLANI DAVIDE
1003;SANTANGELO MATTEO
1004;PREZZAVENTO ANTONIO
1005;MORANDI LORENZO
1006;MUGNIECO MARCO
1007;ALBERGHINA LORENZO
1008;NERI THOMAS
1009;IACOPI NIKOLAS
1010;CAMPANALE ULYSSE
1011;AYALA RODRIGO
1012;DI MUZIO JACOPO ANDREA
1012;CAMPANALE SATHIA
1014;VERSACE FEDERICO
1015;SERRA TOMMASO FRANCESCO
1016;VALENTINI MATTIA
1017;BARTALONI MAURO
1018;CUCCA DAVIDE
1019;PANTALONE STEFANO
1020;CORDA GIAIME MARIA
1021;D'ALESSANDRO FEDERICO
1022;RIBAUDO SALVATORE
1023;ATZORI SERGIO
1024;CARINGI UMBERTO
1025;SECHI ANDREA
1026;VALENTE GIACOMO
1027;MAZZOTTA SERGIO
1028;CORSA FRANCESCO
1029;IACOVAZZI ALESSANDRO
1030;VENA SEBASTIANO
1031;MARCHIONI FRANCESCO
1032;D'AMICO EMANUELE ANTONIO
1032;SCIFO GIOVANNI PAOLO
1034;NERESINO ANTONIO
1035;DE ANGELIS RICCARDO
1036;FABBI ALESSANDRO
1037;D'ANTUONO ANDREA
1037;TOTARO MICHELE PIO
1039;POTENA FEDERICO
1040;ROVERE ENRICO
1041;MONTANARI PIETRO
1042;OPPIZZI NICOLA
1043;MASINI GIOELE
1044;MENDUTO LEONARDO
1045;SCARPA FEDERICO
1045;IANDOLO DIEGO
1047;DI CHIANO FRANCESCO
1048;BRILLO ANDREA
1049;FABBRI ULISSE
1050;CENNI FRANCESCO
1051;BRONZI LUCA
1052;CAVINA JACOPO
1053;FAVI SAMUELE
1054;RIGHI LUCA
1055;D'ELIA GIAN PAOLO
1056;MISCHENKO OLEG
1057;CAFIERO ANTONIO
1058;PASTORINO OLMI PAOLO
1059;SGUBBI MATTIA
1060;BIAGINI FRANCESCO
1061;BENEDETTI NICOLA
1062;LANDI YURI
1063;LOMBARDO RUGGERO
1064;PALETTA DANIELE
1065;MALINVERNO ALBERTO
1066;GURRIERI VINCENZO ANTONIO
1067;PATTI PIERFRANCESCO IGNAZIO
1068;FERRARI LEO
1069;NIEWIARCZUK GIANLUCA
1070;AGAZZI MATTEO
1071;VENTRICINI EDOARDO
1072;GIOIA LUCA
1073;FERRARIS CARLO
1074;PARENTERA MATTEO
1075;SICA MICHAEL THOMAS
1076;ROSATI EDOARDO
1077;CODA PIERLUCA
1078;MAGLIOZZI SEBASTIAN INDRA
1079;SISCO GIULIO
1080;VINCIGUERRA VINCENZO
1081;BONDUÀ LUCA
1082;LEECH STANLEY
1083;MARINO GIUSEPPE AMEDEO
1083;NICOLUCCI ALESSANDRO
1085;GUERZONI MATTEO
1086;GALLI ELIA GIACOMO
1087;MANTOVANI MARCO
1088;CARUSO LEONARDO
1089;PESARESI PAOLO
1089;ROSSI JACOPO
1091;GORINI ENRICO
1092;GIANNINI FRANCESCO
1093;CAVALIERE RICCARDO
1094;PIETROPINTO VITTORIO
1095;MINGRONE FRANCESCO
1096;GOSO BERNARD NHAN
1097;MONTECCHIA DIEGO
1098;LEVORIN LEANDRO
1099;GHEZZI DAVIDE
1100;BERZACOLA SANTE
1101;HUSCHER DAVID
1102;CAGGIANO FRANCESCO
1103;D'ARCANGELO PAOLO
1104;VINCENZI GABRIELE
1105;PEZZICA LORENZO
1106;SAVARINO GABRIELE
1107;LIUZZI MASSIMO
1108;GIUSTI GIOVANNI
1109;ORSELLI MARCO
1110;COTTARDO LORENZO
1111;LIBROIA LEONARDO
1112;FERRAIOLI PIETRO
1113;BERNABEI FLAVIO
1114;FOCI ROBERT
1115;GRIMALDI ALEXANDER THEO
1116;BAROGLIO SIMONE
1117;BASSO MATTEO
1118;CHERUBINI NICCOLÒ
1119;RASTELLI LUCA
1120;RADDI NICCOLO' LAPO GIOVANNI
1121;DALL'ORA DAVIDE ITALO
1122;PIANTAVIGNA MATTIA
1123;DE ANGELI SIMONE
1124;MANIERO ROKO
1125;D'ELIA LORIS
1125;TUFO THOMAS
1127;VACCARI MARCO
1128;GROSSI ARMANDO
1129;CASSON GIOVANNI
1130;RIZZOLO CARLO
1131;SCROCCARO LORENZO
1132;CANNAS DINO
1133;PRINZO FRANCESCO PAOLO
1134;ABETE FRANCESCO
1135;LAFLAF RASHID
1136;DALLA CIA FABIO
1137;LA CAVA NICCOLO'
1138;MAROSSI ANDREA
1139;ALTOBELLI ANDREA
1140;BENETTI LUCA
1141;MANZON LUCA
1142;ANDREOL LUCA
1143;PASCHETTO DAVIDE
1144;CACCIA LEONARDO
1145;LODI MATTIA
1146;BORGIA MIRCEA LUDOVICO
1147;PELLEGRINI LEONARDO
1148;GIAFFREDO SEBASTIANO
1149;GRASSO TOMMASO
1150;MARASCHIN LEONARDO
1151;ZEGNA ALBERTO
1152;PANNO ALESSANDRO
1153;ALTOE' DAVIDE
1154;MAGRI LEONARDO
1155;DI GIOVANGIULIO MICHELE FLAVIO
1156;CIBAU MATTIA
1157;SCARPA CRISTIAN
1158;PIZZUTI FLAVIO
1159;FORCINITI ALESSANDRO
1160;MANCA SEBASTIANO
1161;SESTITO SIMONE
1162;CANIATO PIETRO
1163;DE NICOLO MATTIA OSVALDO
1164;PAPI GIANLUCA
1165;ALESSANDRUCCI GUGLIELMO
1166;UTILI MATTEO
1167;BARTALINI DAVIDE
1168;VERNA LORENZO
1169;CECCHI MARCO
1170;GUARDUCCI LEONARDO
1171;SAPONARO SAMUELE
1172;CASTAGNA STEFANO
1173;SERPIERI GABRIELE
1174;ANTONINI MARCELLO
1175;GATTI ALESSANDRO
1176;MELANI NICOLA
1177;BONAGURA SALVATORE
1178;TOGNOLI TOMMASO
1179;MIGLIORANZA MARCO
1180;WICHT MATTEO
1181;CABIANCA DAVIDE ALBERTO
1182;FERRAIOLI GIOVANNI
1183;PANICO DOMENICO
1184;CACCIUNI ANTONIO
1185;LEOPARDI FRANCESCOPIO
1186;ANDOLFI FEDERICO
1187;GUARDIA CARLO
1188;STELLA EDOARDO
1189;LAUTERIO LUCA
1190;D'AMBROGIO VALERIO
1191;MONTI GABRIELE STEFANO
1192;FANTONI MICHELE
1193;PIETROLUONGO ALESSANDRO
1194;PEDICINI MATTIA GRAZIANO
1195;BRICCHI LORIS
1196;MAIERO CESARE
1197;PERISSINOTTO RICCARDO
1198;RANGONE ADALBERTO
1199;DI CRESCENZO DANIELE
1200;TOSCANELLI LEONARDO
1201;TRIBERTI RUBEN
1202;SCIUTO SALVATORE
1203;CATAUDELLA GIANMARCO
1204;MONTAGNER GIULIO
1205;ROMITI GUIDO
1206;MEYER TIBERIO
1206;BISOGNIN LAPO
1208;PALI EDOARDO
1209;VALENTE PIERFRANCESCO
1210;CARNOVALE VALERIO VITTORIO ANTONIO
1211;TAIOCCHI MATTEO
1212;BARNI PIETRO
1213;RINDI JACOPO VITTORIO
1214;NARDINI DA DA
1215;CETRULLO RICCARDO
1216;GIOVANNINI GIORDANO
1217;INFANTE ROBERTO
1218;RATTI CHRISTOPHER
1219;DI GIORGIO VINCENZO
1220;VENTURINO JACOPO FRANCESCO
1221;BARBARINI ALEX FABIO
1222;BONDUA' MARCO
1223;VOZZA TOMMASO MARIA
1224;BUSCARINO ANTONINO FRANCESCO SALVATORE
1225;MARIANI FEDERICO
1226;BAGNASCO ALESSANDRO
1227;VANDINI DAVIDE
1228;WOLFF NOAM
1229;BARCELLA LUCA
1230;GAIER SAMUELE
1231;PALESE GIUSEPPE
1232;PICCININI ANDREA
1233;CAPALDO ANDREA
1234;BALDI FEDERICO
1235;FORNASARIS ALESSANDRO
1236;SAVARINO MICHELANGELO
1237;GUBIANI DIEGO
1238;PUCCHIO CRISTIAN
1239;ASCIONE FRANCESCO
1240;TOZZI FRANCESCO
1241;ISAIA LUCA SANTO MARIA
1242;GRANATA ALESSANDRO
1243;BELPASSO VINCENZO
1244;BRIVITELLO GESUALDO
1245;BOBBO AUGUSTO
1246;GOERBLICH LUKAS
1247;SORGI LUCA
1248;MAGGI GABRIELE
1249;GIRIANNI ANTONIO
1250;POTALIVO MICHELE
1251;MAIORANO SAMUELE
1252;NICOLETTI GABRIELE
1253;SPINETTI NICOLA
1254;MELONI FRANCESCO
1255;FIORUCCI MARCO
1255;PIEROTTI FRANCESCO
1257;TROLLI ALESSANDRO
1258;BERTUGLIA JACOPO
1259;BOERO ALESSANDRO
1260;PIA LEONARDO
1261;LONG STEFANO
1262;FALCONE FEDERICO
1263;FIAMINGO FRANCISCO LUCIO
1264;RUSSO GUIDO ATTILIO
1265;CONTARINO LEONARDO MARIA
1266;BAY COLOMBANO EMMANUEL
1267;BRONZINI FEDERICO
1268;DRAGO GUGLIELMO GIULIANO
1269;MARINI CARLO
1270;MORGHESE ENZO
1271;TIMO DAVIDE
1272;MICELI FABRIZIO
1273;VINCENTELLI FILIPPO MARIA
1274;SPADARO GIOVANNI
1275;SANTAGATI GIUSEPPE
1276;TRAMACERE DAVIDE LUIGI
1277;IEMOLI LORENZO
1278;FIORDI SAMUELE
1279;FURIA FILIPPO
1280;ZANNA CARLO
1281;GATTO LORENZO LUCIANO
1282;MORASSUTTO LORENZO
1283;ORLANDO MORENO
1284;GRECO GABRIELE
1285;CASTELLI AGOSTINO
1286;CABRAS NICCOLO'
1287;PETEK LUKA
1288;LENNI ALEX
1289;MANCINO GIAN MARCO
1290;PICCOLI MICHELE
1291;MORI ALESSANDRO
1292;BOTTINO GIOVANNI
1293;LOIUDICE GUGLIELMO
1294;GIARDIELLO MATTEO
1295;RAMBALDI MARIO
1296;D'ANDREA MATTEO
1297;DE FALCO ENZO
1298;BRUCALE FRANCESCO
1299;SPIGGIA MATTEO
1300;MURGIA GABRIELE
1301;COPPOLA DAVIDE
1302;PINELLI FEDERICO
1303;MONACO MASSIMILIANO
1304;CAPPÉ PAOLO
1305;CHATZIGIANNAKIS VASSILIS
1306;SICA VINCENZO
1307;BUONO TOMMASO
1308;BARISON TOMMASO
1309;CARRETTA MATTIA
1310;POLI VITTORIO
1311;SALEPPICO JURI
1312;RUBECHI LUCA
1313;CARBONI FEDERICO
1314;ANGELUCCI EMILIANO
1315;GIUNTINI DAVIDE
1316;BELFIORE ALESSANDRO
1317;GAMBINI EMANUELE
1318;STACCHIOTTI MICHELE
1319;SCARPA FEDERICO
1320;PACIFICO CARLO
1321;BELLI EDOARDO
1322;CEDRONE FLAVIO
1323;DIANA VALERIO
1324;VENTURA MATTEO
1325;SILVESTRI FRANCESCO
1326;RIVA STEFANO
1327;RETICO FRANCESCO
1328;VEDANI ALESSANDRO
1329;BONAVIA GREGORIO
1330;COMOLETTI GUGLIELMO
1331;MASCIA LORENZO
1332;POMA ALESSANDRO
1333;IPPOLITI RICCARDO
1334;DE LORENZO DAVIDE
1335;AGAZZI PIETRO
1336;LENSI FRANCESCO
1337;FALCONE DAVID
1338;VERDE LORENZO
1339;BERNETTI NICCOLÒ
1340;FORMICA DIEGO
1341;ROMANO ORSO MARIA
1342;MATTEOLI RICCARDO
1343;ROVERA ANDREA
1344;GENTILINI ENEA
1345;MOSCONI FEDERICO
1346;CONTINI MATTEO
1347;TOMESANI ALBERICO
1348;GHETTI LAPO
1349;PICCOLO ANDREA
1350;LAURI NICHOLAS
1351;GASPARINI LUCA
1352;IOCOLA RICCARDO
1353;BUDINI JACOPO
1354;FERRETTI FRANCESCO MARIA
1355;MEDICI ALESSANDRO
1356;MASSARO VALERIO
1357;ARZANI ALESSANDRO
1358;FREZZA STEFANO
1359;POMA ANTONIO
1360;YE LEO
1361;CACCIATORE LIBERO
1362;CONSONI PAOLO
1363;PETROCCHI LEONARDO
1364;MONTAGNER GABRIELE
1365;GIGANTE ALESSANDRO
1366;FURFARO MATTIA
1367;FRANCIA LUDOVICO
1368;PAPA GIORGIO MARIA
1369;PEPE ANGELO
1370;MAIO FABRIZIO
1371;ROBERTI LIVIO MASSIMO
1372;RADAELLI FEDERICO
1373;ASSONE MIRCO
1374;SERRA GIOVANNI
1375;CUBEDDU ALBERTO ANGELO
1375;SERRA ANDREA
1377;CADAU MARCO
1378;VECERE, FRANCESCO
1379;MOLNÀR LORINC DANIEL
1380;CAPRA LORENZO
1381;SCHMITT JEAN NICOLAS
1382;FACCINI DAVIDE
1383;SPINELLI DAVIDE
1384;VASTA MICHELE
1385;MARIN GIUSEPPE
1386;SALARIS EDOARDO
1387;CANINO ANDREA
1388;ROTONDI LUCA
1389;CAVALIERE MARCO
1390;BELLESSO ANDREA
1391;ALFIER RICCARDO
1392;SERVEDIO DAVIDE
1393;CACCAVALE RAFFAELE
1394;CLÒ GIOVANNI
1395;CALVI PIETRO
1396;TAMBURINI FABIO
1397;GUARESCHI MATTEO
1398;PAVONI ALFREDO
1399;ALESSANDRO GIANLUCA
1400;LOCATELLI DAVIDE
1401;NICOLETTI GABRIELE NICOLO
1402;CHIONNA CASTELLI MATTEO
1403;GENOVESE RICCARDO
1404;LIPIRA ETTORE
1405;FANCELLI LORENZO
1406;ZARDI GUGLIELMO
1407;FRANCESCHELLI STEFANO
1408;MURATORI LORENZO
1409;ZERBINI RICCARDO
1410;MERLO MARCO
1411;MONTAGNER ALBERTO
1412;ACHIMESCU VASILE PETRISOR
1413;BARLETTA VALERIO
1414;SEVERI CESARE
1415;POLLIFRONE LUCIANO
1416;PUCCINELLI CRISTIANO
1417;AMMENDOLA CIRO
1418;SASSARO TOMMASO
1418;SCINTU THOMAS
1420;PASSAFARO JACOPO
1421;TAGLIABUE ALBERTO
1422;GRISOLIA JOE
1423;CARCONI ALESSANDRO
1424;DORIGOTTI ANDREA
1425;DEPASE ALESSANDRO
1426;RAZZANO CARMINE
1427;TORCOLACCI NICOLO'
1428;LUCCHINI SIMONE
1429;ROBINO FILIPPO
1430;CHIARAMONTE ROBERTO ANTONIO
1431;TARANTINO TOMAS
1432;LIRI RICCARDO
1433;SARTORI ALESSANDRO
1434;MINTO EDOARDO
1435;CANEI DAVIDE
1436;VALENTE FEDERICO
1437;RICALDONE SERGIO
1438;PESCE ALBERTO
1439;ROSSI STEFANO
1440;ROSI GIACOMO
1441;WENG YU TAO
1442;TONDINI LEONARDO
1443;TENA RAVENTOS ALBERT
1444;MORO GABRIELE
1445;MONTUSCHI NICOLÒ
1446;TAWGUI ZAKARIA
1447;REVIGLIO GIOVANNI
1448;COSTA GAIA FEDERICO
1449;MIRANDOLA LUCA
1450;RIGHETTI ANDREA
1451;MAZZONI LUCA
1452;INCERTI ANDREA
1453;RIGHETTI LEONARDO
1454;MONTEFIORI MAURIZIO
1455;FORMENTI STEFANO
1456;FANTINEL VITTORIO
1457;MELIGA CARLO LEONE
1458;NALDI FRANCESCO
1459;MUNARO CARLO
1459;DAL FIOR MARCO
1461;PINNA TOMMASO
1462;TORRINI FILIPPO
1463;ELIA CHAMBERLAIN THOMAS
1464;CORRAINI DIMITRI
1465;SOARDO LEONARDO YAN
1466;D'OVIDIO SAMUELE
1467;BACCIGALUPI ALESSANDRO
1468;PAOLONE MICHELE
1469;FINARDI ENRICO
1470;CUCCHIARA AURELIO LUCIO
1471;FAVARETTO GIACOMO
1472;BELLONE LUCA
1473;PASCARIU OVIDIU IULIAN
1474;CARLUCCIO ALBERTO COSMA FRANCESCO
1475;RUZZO ANDREA
1476;BORRIONE MARCO
1477;CICIRIELLO ALESSANDRO
1478;ZIGONI PIETRO FRANCESCO
1479;GUIDA RICCARDO
1480;DALLA PRIA ENRICO
1481;BIENTINESI LANFABIO
1482;LOIACONO MARCO
1483;BARTOLINI ROBERTO
1484;CALLUSO MATTEO
1485;COSENTINO AUGUSTO
1486;ABBONIZIO JACOPO
1487;NICOTERA FRANCESCO
1488;DILLON WYATT NICOLO'
1489;ONGARATO LEONARDO
1490;RIGHETTI ALESSANDRO
1490;NALESSO LEONARDO
1492;SARNO PAOLO
1493;ZAGO ALEX
1494;ATZA GIOVANNI
1495;MASSA ANTONIO
1496;ARTALDI KEVIN
1497;SCODRO MATTEO
1498;VEGA CARRILLO DEIVID RANZEL
1499;BAZZI FILIPPO
1500;PAVARIN MATTEO
1501;MURRU EFISIO
1502;BERNARDI MORENO
1503;DIONISI DAVIDE
1504;CAMPANA MANUEL
1505;PARATICO GUIDO
1506;GASPARI TOMMASO
1507;MILANO ANDREA
1508;D'ALESSANDRO MARCELLO
1509;YOUSSEF OMAR
1510;PIETRANERA TOMMASO
1511;FERRARINI MATTEO
1512;TRINGALI BRUNO
1513;CAUZZI GIORGIO CARLO
1513;RICCI FEDERICO
1515;LUCIFORA SALVATORE
1516;BUSCARINO LUIGI MARIA EMMANUEL
1517;DE SCALZI FRANCESCO
1518;DE GIACOMO LORENZO
1519;D'ANGELO GIORGIO
1520;BREDA GIACOMO
1521;PAGNUCCO ALESSIO
1522;ERMEN GIACOMO
1523;GANDOLFO FRANCESCO
1524;MACORIG MARTINO
1525;SOMENZI ELIA
1526;TAMBURRINI ALESSIO
1527;CAVALIERE LUCAS VALERIO
1528;CONTI GIULIO
1529;GRIGOLETTO MICHELANGELO
1530;BRESCIANI ALESSANDRO
1531;LODIGIANI NICHOLAS
1532;CASTAGNETTI MASSIMO
1533;BELLUSCHI ANDREA
1534;FIAMINGO ALESSANDRO
1535;BRUNO VITO
1536;TESTA STEFANO
1537;MONTIXI ALBERTO
1538;STRADA MARCO
1539;SORICE ROBERTO II
1540;SCAZZOSI FEDERICO
1541;CIAMBRIELLO ANDREA
1542;ANDRONICO LORENZO
1543;PINOTTI MATTEO
1543;LAURELLI MICHELE
1545;MANTOVANI MATTIA
1546;DESÈ DAVIDE
1547;DESSANTI FEDERICO
1548;PASTORINO OLMI ALESSANDRO
1549;BUSCEMA MATTIA
1550;IPPOLITI GIORGIO
1551;RUBES NIKOLAS
1552;CINQUEPALMI VITO
1553;FORMENTON MARCO
1554;PELLEGRINI FRANCESCO
1555;OMETTO GIOVANNI
1556;DI GRAVIO SAMUELE
1556;PERNICE LUCA
1558;BIANCHI ENRICO
1559;MERAFINA GIANLUCA
1560;SANGIOVANNI TOMMASO
1561;VACCA SAMUEL
1562;CATTANEO LEONARDO
1563;POSSENTINI FEDERICO
1564;PIAZZOLLA MICHELE
1565;MAGNI FEDERICO
1566;LOCOCO GUGLIELMO
1567;STRANO SIMONE
1568;MASSICCI JACOPO
1569;NOBILE NATHAN
1570;TONDI ADRIANO MASSIMO
1571;DIRODI FILIPPO
1572;ALCALAY NATHAN JOSEPH
1573;FRANCESCHINI PAOLO
1574;POZZI EDOARDO
1575;DI SUMMA GIANFRANCO
1576;BOATTO PAOLO
1577;QUATTROCCHI MARCO
1578;MARTINO FRANCESCO
1579;RENZI FILIPPO
1580;QUEIROLI MARCO
1581;WALLISER EMILIANO
1582;CECCOMANCINI ENRICO
1583;FORTUNATO VINCENZO ALIM
1584;NOBILI FRANCESCO
1585;XELLA CLAUDIO
1586;ZUCCHI COMINELLI LEONE
1587;MAGNANTE MATTEO
1588;GRIECO NICCOLO'
1589;PANZANELLI JACOPO
1590;FRANCESCONI ANTONIO
1591;SCOA GIANPIETRO
1592;CIVILETTI ANDREA
1593;BIGHI GABRIELE
1594;BUZINEL MIHA
1595;CIMITAN MARINO
1596;FIGEL ENRICO
1597;PINTO GIORGIO
1598;ROSSI LORENZO MATTEO W.
1599;VIGO GIULIO
1600;LARONCA RICCARDO
1601;LOIODICE FABIO
1602;TESSARI ROBERTO
1603;LOPRIORE FRANCESCO
1604;CAPODAGLIO FABIO
1605;STASI FABIO
1606;MANASSERO FRANCESCO
1607;DI MURO LEONARDO
1608;PERROTTA FABIO
1609;MATTIELLO LUCA
1610;MAIOLI FEDERICO
1611;SAVORANI MARCO
1612;LANESE IVAN
1613;LISCI LORENZO
1614;CASTALDI VALERIO
1615;GROSSO EDOARDO
1616;BARONI MATTEO
1617;BISOGNO MAURO
1618;ABDULLAHI ADDO' GABRIELE
1619;VECCHIONE PIERPAOLO
1620;MILAZZO ANTONIO
1620;BONANNO MATTEO
1622;MONTANARO DANIELE
1623;DI BIASIO GIUSEPPE
1624;SOLDATI MICHELE
1625;NUCERA LEONARDO
1626;MAZZETTI MARIO
1627;LIPPOLIS ROBERTO
1628;ARCAMONE ERMANNO
1629;BASILE PIERLUIGI
1630;MONTEFORTE MAURO
1631;BEGGIO MATTEO
1632;GIAMMARINO LORENZO
1633;PRIMUCCI EDOARDO
1634;BRUNELLI ALESSIO
1635;ROTELLI MAURO
1636;SCHAUFELBERGER GIANLUCA
1637;TASSINARI RICCARDO
1638;RUGGIERI DAVIDE
1639;MINARINI MARCO
1640;CAVARRA GIANLUCA
1641;ELIA MATTIA
1642;VENTURA ALESSANDRO
1643;MOCCO ALESSIO
1644;VEGA PATRIZIO
1645;LAMBERTINI SIMONE
1646;NOTARI FILIPPO
1647;MOLNAR ANDREA IOAN
1648;PARIS ALESSANDRO
1649;MERLO GABRIELE
1650;TADDEI FABIO
1651;LEONE LUCIANO FEDERICO
1652;FELICI JACOPO
1653;CAVALIERI ROBERTO
1654;BENCINI DAVIDE
1655;CINELLI ALEX
1656;PALUMBO UMBERTO
1657;FALERNO SIMONE
1658;BERTOLINI MARCO
1659;MANGIAGLI MIRKO
1660;VERDESCA CORRADO ALFREDO
1661;MANDARINI ALESSANDRO
1662;MILANETTO LEONARDO
1663;BERRUTO MATTEO
1664;FUMAROLA DIMITRI UMBERTO
1665;REBESCO ELIA
1666;ODDENINO STEFANO
1667;ALLARA GIACOMO
1668;D'AGNESE GABRIELE
1669;ZINNI STEFANO
1670;VUITTON LOUIS JACQUES MICHEL
1671;MAGNI HUAN STEFANO
1672;MORRA GIUSEPPE
1673;PASCALE CARMINE
1674;TIRINO PAOLO
1675;GUASTALLA ROBERTO
1676;CANÈ CARLO
1677;NAPOLITANO ANTONIO
1678;GEMMA NICOLA
1679;PALMAS LORENZO
1680;MELLOR NATHAN
1681;PONZIN ERICH
1682;SCALA CIRO
1683;MASINI MARCELLO
1684;COSENTINO FRANCESCO
1685;MANZARI CHRISTIAN
1686;MARELLA PAOLO ANTONIO
1687;COSTA MATTEO
1688;ORICCO GIACOMO
1689;PIANTA ALESSANDRO
1690;CAGNETTA FEDERICO
1691;DE SANTIS CARLO
1692;ZUZOLO LEONARDO
1693;MORGERA MARCO
1694;FIENGO LEONARDO
1695;VARLESE ANTONIO
1696;ROSA ANDREA
1697;DI MATTEO LUCA
1698;PEPINO MAURO
1699;DEL GAIZO ANDREA
1700;IMPROTA KEVIN
1701;BOSSO ARMANDO
1702;LANZILLO MASSIMO
1703;TORRACA ANDREA
1704;BRAMBILLA MARCO
1705;NARDONE TOMMASO FRANCESCO
1706;MICHELI ROBERTO
1707;SERPE LUCA EDOARDO
1708;CHUBENKO ARTEM
1709;LO MONACO FRANCESCO
1710;SCALVI ANDREA
1711;SICILIANO GIUSEPPE
1712;MOMBELLI MIRKO
1713;BRUZZONE ALBERTO
1714;ARISTEI LORENZO
1715;GRISAFI GIACOMO
1716;MAGLIOZZI ROBERTO
1717;GIANNINI DAVIDE
1718;SANSEVRINO FILIPPO
1719;CAPPÈ FILIPPO
1720;LUCCHINI ANDREA
1721;MAZZEI COSIMO
1722;MONTELEONE ENRICO
1723;PELLEGRINI STEFANO
1724;ICHIMUTA SEBASTIAN IOAN
1725;PELFER ALESSANDRO
1726;LORIA JACOPO
1727;BATTISTON FILIPPO
1728;LOMBARDI GIORGIO
1729;VILLA ANDREA
1730;PUCCINI ALESSANDRO
1731;TAKEGUCHI CARLO JUN
1732;SCUTTI STEFANO
1733;VACCA FILIPPO
1734;MAROTTA MARCO
1735;MANGIAROTTI ALBERTO
1736;CATTANEO GUALTIERO JACOPO
1737;COLICCHIO GABRIELE
1738;BARONI RICCARDO
1739;PISTORE CESARE
1740;MORELLI FABRIZIO
1740;TOSI FRANCESCO
1742;BOLDRINI GABRIELE
1743;PALMIERI TOMMASO
1744;VICOMARIO STEFANO
1745;CANALE ALESSANDRO
1746;VASINO ANDREA
1747;MAROTTA PASQUALE
1747;RIZZI MARCO
1749;AZZALIN LEONARDO
1750;RAMIERI PAOLO
1750;PARAVIDINO MILO
1752;FINAZZI LUCA
1753;FRANCIOLI MAURO
1754;SBARAINI MARIO GIOVANNI
1755;GOZZO ANDREA
1756;SANTARELLI FEDERICO ALBERTO
1756;FRANCAVILLA VITTORIO
1758;CESANA GABRIEL
1758;VIVIANI SEBASTHIAN
1760;ZICARI ALBERTO
1761;PEZZOTTA ALESSIO
1762;ARANCIBIA FABIAN
1763;ARMELIN RENZO
1764;SPOTTI RUBEN
1764;MAZZONI MARCO ETTORE
1766;PETTENATI LORENZO
1767;FOSCARI WIDMANN REZZONICO ALVISE CARLO ALESSANDRO
1768;SABATTI GIOVANNI
1769;MANGINO LORENZO
1770;VENEGONI STEFANO
1771;FIORITO MARCO
1772;D'AMATO FRANCESCO
1773;MANTICE DAVIDE
1774;BULGARELLI ELIA
1775;MONTEMARTINI TOMMASO
1776;GADARCO EMANUELE
1777;BALBO TOMMASO
1778;MANTOVAN LEONARDO
1779;CREMONESI CLAUDIO
1780;BUSATTA MATTEO
1781;CARBONE ROMEO
1782;TOGLIANI FEDERICO
1783;TOZZO MIRKO
1784;BOLOGNINO RODOLFO
